date	html	pdf	abstract	epdf
2012-01-01	75	42	3	0
2012-02-01	72	65	1	0
2012-03-01	147	29	2	0
2012-04-01	155	53	2	0
2012-05-01	198	49	3	0
2012-06-01	132	58	0	0
2012-07-01	83	29	1	0
2012-08-01	154	40	1	0
2012-09-01	123	49	1	0
2012-10-01	137	47	6	0
2012-11-01	140	38	0	0
2012-12-01	59	17	3	0
2013-01-01	74	21	3	0
2013-02-01	113	36	2	0
2013-03-01	185	45	5	0
2013-04-01	176	25	0	0
2013-05-01	152	29	1	0
2013-06-01	99	22	1	0
2013-07-01	75	21	3	0
2013-08-01	96	37	2	0
2013-09-01	105	34	0	0
2013-10-01	92	29	0	0
2013-11-01	145	21	1	0
2013-12-01	48	16	0	0
2014-01-01	60	23	2	0
2014-02-01	50	21	0	0
2014-03-01	101	37	2	0
2014-04-01	99	52	2	0
2014-05-01	97	39	1	0
2014-06-01	61	35	2	0
2014-07-01	43	42	11	0
2014-08-01	75	51	6	0
2014-09-01	116	54	2	0
2014-10-01	103	68	2	0
2014-11-01	89	38	1	0
2014-12-01	88	31	6	0
2015-01-01	68	33	4	0
2015-02-01	61	19	3	0
2015-03-01	78	24	5	0
2015-04-01	109	39	2	0
2015-05-01	101	39	11	1
2015-06-01	105	38	2	11
2015-07-01	62	32	1	1
2015-08-01	121	42	1	0
2015-09-01	93	32	1	1
2015-10-01	84	47	3	0
2015-11-01	86	83	2	0
2015-12-01	54	18	1	0
2016-01-01	94	31	2	0
2016-02-01	74	16	3	0
2016-03-01	58	13	1	0
2016-04-01	82	23	1	0
