date	html	pdf	abstract	epdf
2012-01-01	43	10	3	0
2012-02-01	40	6	1	0
2012-03-01	23	1	2	0
2012-04-01	50	10	2	0
2012-05-01	88	33	1	0
2012-06-01	62	19	0	0
2012-07-01	39	7	2	0
2012-08-01	32	6	2	0
2012-09-01	62	9	0	0
2012-10-01	50	10	1	0
2012-11-01	62	7	4	0
2012-12-01	40	10	2	0
2013-01-01	48	14	1	0
2013-02-01	38	7	1	0
2013-03-01	65	8	3	0
2013-04-01	74	8	9	0
2013-05-01	71	8	0	0
2013-06-01	53	8	2	0
2013-07-01	69	14	2	0
2013-08-01	58	13	4	0
2013-09-01	41	13	0	0
2013-10-01	64	12	2	0
2013-11-01	70	9	1	0
2013-12-01	58	10	0	0
2014-01-01	36	7	2	0
2014-02-01	53	15	0	0
2014-03-01	104	16	3	0
2014-04-01	55	11	2	0
2014-05-01	61	13	1	0
2014-06-01	65	8	2	0
2014-07-01	53	19	9	0
2014-08-01	57	8	5	0
2014-09-01	37	14	1	0
2014-10-01	40	15	3	0
2014-11-01	51	18	1	0
2014-12-01	42	16	0	0
2015-01-01	46	7	0	0
2015-02-01	34	8	0	0
2015-03-01	33	15	0	0
2015-04-01	38	16	1	0
2015-05-01	50	18	4	0
2015-06-01	44	10	3	2
2015-07-01	23	19	1	0
2015-08-01	33	28	1	0
2015-09-01	19	13	0	0
2015-10-01	50	13	1	0
2015-11-01	39	12	1	1
2015-12-01	49	12	2	0
2016-01-01	33	12	2	0
2016-02-01	39	10	1	0
2016-03-01	26	8	2	0
2016-04-01	28	7	0	0
