date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	27	18	3	0
2012-02-01	50	34	1	0
2012-03-01	78	72	1	0
2012-04-01	76	42	2	0
2012-05-01	100	61	1	0
2012-06-01	84	45	0	0
2012-07-01	32	25	0	0
2012-08-01	59	65	0	0
2012-09-01	51	28	3	0
2012-10-01	73	46	0	0
2012-11-01	69	32	3	0
2012-12-01	22	13	2	0
2013-01-01	39	17	2	0
2013-02-01	37	33	1	0
2013-03-01	75	57	1	0
2013-04-01	72	29	3	0
2013-05-01	76	44	0	0
2013-06-01	49	43	2	0
2013-07-01	24	26	0	0
2013-08-01	42	47	2	0
2013-09-01	51	18	0	0
2013-10-01	52	42	0	0
2013-11-01	46	30	2	0
2013-12-01	33	22	1	0
2014-01-01	29	10	3	0
2014-02-01	32	26	1	0
2014-03-01	29	19	1	0
2014-04-01	35	28	1	0
2014-05-01	26	37	3	0
2014-06-01	11	17	1	0
2014-07-01	38	37	7	0
2014-08-01	31	65	3	0
2014-09-01	30	65	1	0
2014-10-01	36	58	1	0
2014-11-01	22	54	0	0
2014-12-01	18	16	3	0
2015-01-01	22	18	1	0
2015-02-01	37	14	2	0
2015-03-01	31	32	4	0
2015-04-01	19	19	6	0
2015-05-01	24	26	7	0
2015-06-01	46	44	3	1
2015-07-01	13	15	0	0
2015-08-01	14	16	0	0
2015-09-01	16	22	1	0
2015-10-01	44	21	1	0
2015-11-01	35	19	1	0
2015-12-01	26	18	1	0
2016-01-01	14	18	1	0
2016-02-01	27	13	3	0
2016-03-01	21	12	0	0
2016-04-01	22	18	1	0
