date	html	pdf	abstract	epdf
2011-12-01	0	1	0	0
2012-01-01	25	27	2	0
2012-02-01	11	17	4	0
2012-03-01	22	15	2	0
2012-04-01	21	14	3	0
2012-05-01	38	15	7	0
2012-06-01	19	12	6	0
2012-07-01	14	10	3	0
2012-08-01	15	22	6	0
2012-09-01	18	20	5	0
2012-10-01	21	23	2	0
2012-11-01	25	16	6	0
2012-12-01	31	11	6	0
2013-01-01	28	22	6	0
2013-02-01	52	52	5	0
2013-03-01	38	46	8	0
2013-04-01	58	38	4	0
2013-05-01	45	37	1	0
2013-06-01	21	14	5	0
2013-07-01	30	19	2	0
2013-08-01	30	19	2	0
2013-09-01	32	20	1	0
2013-10-01	36	27	0	0
2013-11-01	45	14	1	0
2013-12-01	47	24	1	0
2014-01-01	22	19	2	0
2014-02-01	42	22	0	0
2014-03-01	48	21	3	0
2014-04-01	35	38	3	0
2014-05-01	43	44	1	0
2014-06-01	23	24	2	0
2014-07-01	28	21	6	0
2014-08-01	34	42	4	0
2014-09-01	30	14	1	0
2014-10-01	26	34	1	0
2014-11-01	32	27	2	0
2014-12-01	29	21	4	0
2015-01-01	33	17	4	0
2015-02-01	27	259	4	0
2015-03-01	39	1895	2	0
2015-04-01	33	1734	1	0
2015-05-01	32	1988	8	1
2015-06-01	26	1670	2	5
2015-07-01	29	486	1	0
2015-08-01	32	26	0	0
2015-09-01	25	18	1	0
2015-10-01	37	18	1	0
2015-11-01	39	34	2	0
2015-12-01	28	27	0	0
2016-01-01	32	44	3	0
2016-02-01	28	18	1	0
2016-03-01	37	30	3	0
2016-04-01	32	28	3	1
