date	html	pdf	abstract	epdf
2012-01-01	23	3	0	0
2012-02-01	10	4	1	0
2012-03-01	13	2	1	0
2012-04-01	14	6	8	0
2012-05-01	34	5	2	0
2012-06-01	23	4	3	0
2012-07-01	27	3	1	0
2012-08-01	15	2	1	0
2012-09-01	8	2	2	0
2012-10-01	27	4	3	0
2012-11-01	25	3	2	0
2012-12-01	17	4	2	0
2013-01-01	17	3	2	0
2013-02-01	21	16	0	0
2013-03-01	24	4	2	0
2013-04-01	29	6	2	0
2013-05-01	48	1	4	0
2013-06-01	13	3	1	0
2013-07-01	18	6	2	0
2013-08-01	8	4	5	0
2013-09-01	10	3	0	0
2013-10-01	28	5	0	0
2013-11-01	16	9	2	0
2013-12-01	18	6	3	0
2014-01-01	11	4	3	0
2014-02-01	13	19	1	0
2014-03-01	20	16	1	0
2014-04-01	21	2	1	0
2014-05-01	23	8	1	0
2014-06-01	17	5	4	0
2014-07-01	29	8	14	0
2014-08-01	9	7	3	0
2014-09-01	14	3	3	0
2014-10-01	20	14	1	0
2014-11-01	22	29	0	0
2014-12-01	15	19	4	0
2015-01-01	23	14	2	0
2015-02-01	23	23	2	0
2015-03-01	23	7	2	0
2015-04-01	29	3	1	0
2015-05-01	20	11	7	0
2015-06-01	26	29	1	0
2015-07-01	21	8	0	0
2015-08-01	18	5	0	0
2015-09-01	10	5	0	0
2015-10-01	21	0	3	0
2015-11-01	32	2	1	0
2015-12-01	23	6	0	0
2016-01-01	20	13	3	0
2016-02-01	24	8	1	0
2016-03-01	20	6	0	0
2016-04-01	18	9	1	0
