date	html	pdf	abstract	epdf
2012-01-01	40	8	0	0
2012-02-01	41	22	3	0
2012-03-01	86	19	1	0
2012-04-01	106	78	0	0
2012-05-01	84	78	1	0
2012-06-01	56	51	0	0
2012-07-01	37	6	1	0
2012-08-01	43	18	0	0
2012-09-01	58	18	1	0
2012-10-01	88	26	0	0
2012-11-01	85	17	1	0
2012-12-01	40	15	1	0
2013-01-01	39	11	0	0
2013-02-01	31	13	1	0
2013-03-01	55	25	2	0
2013-04-01	67	25	0	0
2013-05-01	67	18	1	0
2013-06-01	43	18	2	0
2013-07-01	35	15	0	0
2013-08-01	28	11	2	0
2013-09-01	25	18	0	0
2013-10-01	34	25	0	0
2013-11-01	53	38	4	0
2013-12-01	26	21	1	0
2014-01-01	11	13	2	0
2014-02-01	22	9	1	0
2014-03-01	15	28	1	0
2014-04-01	37	16	1	0
2014-05-01	42	38	2	0
2014-06-01	28	51	1	0
2014-07-01	34	22	11	0
2014-08-01	29	30	1	0
2014-09-01	33	33	2	0
2014-10-01	37	43	1	0
2014-11-01	38	57	0	0
2014-12-01	28	21	3	0
2015-01-01	33	26	0	0
2015-02-01	31	7	0	0
2015-03-01	45	24	0	0
2015-04-01	24	25	3	0
2015-05-01	29	46	7	0
2015-06-01	45	91	2	5
2015-07-01	9	60	0	0
2015-08-01	7	50	1	0
2015-09-01	20	52	0	0
2015-10-01	38	73	1	0
2015-11-01	33	67	1	0
2015-12-01	28	49	0	0
2016-01-01	28	32	3	0
2016-02-01	20	31	0	0
2016-03-01	29	16	2	0
2016-04-01	22	46	0	0
