date	html	pdf	abstract	epdf
2012-11-01	77	36	7	0
2012-12-01	81	25	12	0
2013-01-01	130	52	12	0
2013-02-01	134	74	12	0
2013-03-01	207	76	8	0
2013-04-01	268	85	8	0
2013-05-01	335	103	2	0
2013-06-01	218	90	6	0
2013-07-01	207	78	4	0
2013-08-01	179	95	5	0
2013-09-01	153	103	1	0
2013-10-01	297	128	3	0
2013-11-01	352	85	1	0
2013-12-01	115	47	2	0
2014-01-01	108	31	3	0
2014-02-01	135	38	1	0
2014-03-01	198	52	2	0
2014-04-01	167	61	3	0
2014-05-01	226	81	2	0
2014-06-01	149	57	0	0
2014-07-01	166	50	16	0
2014-08-01	228	56	1	0
2014-09-01	258	54	1	0
2014-10-01	276	53	1	0
2014-11-01	298	46	0	0
2014-12-01	123	20	3	0
2015-01-01	84	14	4	0
2015-02-01	149	15	1	0
2015-03-01	169	46	0	0
2015-04-01	244	52	2	0
2015-05-01	308	56	6	2
2015-06-01	332	65	3	26
2015-07-01	166	40	1	0
2015-08-01	160	40	4	0
2015-09-01	154	38	1	0
2015-10-01	228	42	4	0
2015-11-01	256	59	2	0
2015-12-01	133	31	1	0
2016-01-01	95	32	2	0
2016-02-01	87	39	1	1
2016-03-01	179	30	0	0
2016-04-01	167	43	1	0
