date	html	pdf	abstract	epdf
2012-01-01	17	19	3	0
2012-02-01	21	22	4	0
2012-03-01	28	12	3	0
2012-04-01	59	30	1	0
2012-05-01	62	16	5	0
2012-06-01	50	23	1	0
2012-07-01	20	4	3	0
2012-08-01	30	11	1	0
2012-09-01	33	3	5	0
2012-10-01	47	24	3	0
2012-11-01	55	12	2	0
2012-12-01	23	12	3	0
2013-01-01	20	10	6	0
2013-02-01	25	10	3	0
2013-03-01	62	38	15	0
2013-04-01	99	19	6	0
2013-05-01	87	16	5	0
2013-06-01	33	8	4	0
2013-07-01	23	7	3	0
2013-08-01	19	8	4	0
2013-09-01	41	15	3	0
2013-10-01	54	41	1	0
2013-11-01	47	43	2	0
2013-12-01	28	4	1	0
2014-01-01	17	6	5	0
2014-02-01	30	11	1	0
2014-03-01	27	21	2	0
2014-04-01	43	23	2	0
2014-05-01	54	36	5	0
2014-06-01	28	40	4	0
2014-07-01	26	13	7	0
2014-08-01	22	38	1	0
2014-09-01	34	16	1	0
2014-10-01	38	22	2	0
2014-11-01	55	22	1	0
2014-12-01	13	4	2	0
2015-01-01	29	4	1	0
2015-02-01	10	9	2	0
2015-03-01	47	17	2	0
2015-04-01	32	12	3	0
2015-05-01	43	8	9	1
2015-06-01	32	14	3	2
2015-07-01	20	12	0	0
2015-08-01	24	17	0	0
2015-09-01	30	23	0	0
2015-10-01	57	46	1	0
2015-11-01	29	20	1	0
2015-12-01	22	18	0	0
2016-01-01	22	5	3	0
2016-02-01	16	7	0	0
2016-03-01	28	19	1	0
2016-04-01	41	10	2	0
