date	html	pdf	abstract	epdf
2012-07-01	10	8	12	0
2012-08-01	14	6	4	0
2012-09-01	18	3	7	0
2012-10-01	34	6	5	0
2012-11-01	23	2	6	0
2012-12-01	7	1	5	0
2013-01-01	5	3	8	0
2013-02-01	11	4	3	0
2013-03-01	15	12	6	0
2013-04-01	26	8	8	0
2013-05-01	23	4	9	0
2013-06-01	5	2	5	0
2013-07-01	14	8	2	0
2013-08-01	9	7	4	0
2013-09-01	13	3	0	0
2013-10-01	12	5	0	0
2013-11-01	24	17	1	0
2013-12-01	10	7	1	0
2014-01-01	5	8	2	0
2014-02-01	28	36	2	0
2014-03-01	18	3	3	0
2014-04-01	16	10	3	0
2014-05-01	18	9	2	0
2014-06-01	12	3	0	0
2014-07-01	12	5	4	0
2014-08-01	20	9	2	0
2014-09-01	12	2	1	0
2014-10-01	19	2	1	0
2014-11-01	16	7	0	0
2014-12-01	12	8	2	0
2015-01-01	30	3	3	0
2015-02-01	11	5	2	0
2015-03-01	9	1	2	0
2015-04-01	43	5	6	0
2015-05-01	36	10	5	0
2015-06-01	42	9	2	1
2015-07-01	12	3	0	0
2015-08-01	8	6	0	0
2015-09-01	8	9	0	0
2015-10-01	12	4	1	0
2015-11-01	14	4	1	0
2015-12-01	18	5	1	0
2016-01-01	9	2	2	0
2016-02-01	5	5	0	0
2016-03-01	11	5	1	0
2016-04-01	8	7	0	0
