date	html	pdf	abstract	epdf
2011-12-01	0	4	0	0
2012-01-01	18	12	0	0
2012-02-01	15	13	2	0
2012-03-01	26	15	0	0
2012-04-01	25	8	2	0
2012-05-01	43	16	2	0
2012-06-01	21	10	3	0
2012-07-01	26	5	2	0
2012-08-01	38	31	2	0
2012-09-01	22	25	3	0
2012-10-01	28	19	1	0
2012-11-01	33	16	2	0
2012-12-01	20	12	0	0
2013-01-01	25	11	2	0
2013-02-01	20	13	7	0
2013-03-01	26	24	3	0
2013-04-01	29	35	5	0
2013-05-01	35	16	0	0
2013-06-01	21	11	2	0
2013-07-01	7	13	1	0
2013-08-01	16	10	1	0
2013-09-01	17	9	1	0
2013-10-01	45	12	1	0
2013-11-01	26	10	4	0
2013-12-01	21	30	0	0
2014-01-01	16	42	4	0
2014-02-01	18	18	0	0
2014-03-01	33	15	2	0
2014-04-01	39	15	1	0
2014-05-01	23	13	2	0
2014-06-01	35	25	3	0
2014-07-01	56	15	7	0
2014-08-01	38	19	2	0
2014-09-01	55	8	3	0
2014-10-01	50	10	1	0
2014-11-01	32	18	1	0
2014-12-01	68	6	3	0
2015-01-01	51	11	1	0
2015-02-01	32	11	1	0
2015-03-01	21	11	1	0
2015-04-01	22	4	1	0
2015-05-01	35	21	7	0
2015-06-01	17	13	1	1
2015-07-01	26	18	0	0
2015-08-01	44	12	0	0
2015-09-01	29	10	1	0
2015-10-01	29	11	3	0
2015-11-01	32	12	3	0
2015-12-01	28	8	1	0
2016-01-01	41	12	5	0
2016-02-01	21	9	0	0
2016-03-01	14	8	0	0
2016-04-01	35	8	1	0
