date	html	pdf	abstract	epdf
2011-12-01	4	0	0	0
2012-01-01	408	95	9	0
2012-02-01	495	127	6	0
2012-03-01	861	208	8	0
2012-04-01	901	247	5	0
2012-05-01	1173	306	6	0
2012-06-01	849	187	8	0
2012-07-01	378	118	7	0
2012-08-01	682	177	7	0
2012-09-01	748	194	4	0
2012-10-01	898	229	6	0
2012-11-01	903	282	7	0
2012-12-01	361	84	10	0
2013-01-01	409	81	4	0
2013-02-01	327	128	5	0
2013-03-01	436	256	6	0
2013-04-01	627	243	10	0
2013-05-01	537	243	6	0
2013-06-01	388	173	5	0
2013-07-01	234	102	8	0
2013-08-01	367	196	9	0
2013-09-01	502	253	1	0
2013-10-01	390	240	1	0
2013-11-01	624	310	3	0
2013-12-01	264	81	2	0
2014-01-01	220	87	5	0
2014-02-01	278	131	0	0
2014-03-01	392	248	5	0
2014-04-01	361	230	1	0
2014-05-01	602	303	1	0
2014-06-01	385	182	2	0
2014-07-01	277	131	8	0
2014-08-01	365	187	2	0
2014-09-01	423	210	1	0
2014-10-01	457	208	1	0
2014-11-01	718	313	0	0
2014-12-01	285	106	3	0
2015-01-01	184	72	0	0
2015-02-01	316	130	3	0
2015-03-01	566	322	2	0
2015-04-01	842	395	2	0
2015-05-01	828	448	7	4
2015-06-01	537	281	4	19
2015-07-01	257	107	1	0
2015-08-01	343	161	1	0
2015-09-01	402	197	0	0
2015-10-01	548	298	2	2
2015-11-01	628	362	1	0
2015-12-01	224	106	0	0
2016-01-01	130	94	5	0
2016-02-01	198	52	0	0
2016-03-01	337	90	1	2
2016-04-01	512	116	1	0
