date	html	pdf	abstract	epdf
2012-01-01	23	11	9	0
2012-02-01	37	7	3	0
2012-03-01	38	12	7	0
2012-04-01	39	8	1	0
2012-05-01	30	25	2	0
2012-06-01	15	17	0	0
2012-07-01	20	7	2	0
2012-08-01	20	3	1	0
2012-09-01	17	10	1	0
2012-10-01	51	22	0	0
2012-11-01	33	9	1	0
2012-12-01	11	1	3	0
2013-01-01	8	6	0	0
2013-02-01	5	13	1	0
2013-03-01	19	6	1	0
2013-04-01	37	15	4	0
2013-05-01	56	16	2	0
2013-06-01	16	11	2	0
2013-07-01	8	6	1	0
2013-08-01	15	6	3	0
2013-09-01	18	12	1	0
2013-10-01	22	15	0	0
2013-11-01	35	20	1	0
2013-12-01	18	17	0	0
2014-01-01	4	9	2	0
2014-02-01	23	22	0	0
2014-03-01	29	22	1	0
2014-04-01	12	18	1	0
2014-05-01	21	33	1	0
2014-06-01	39	27	1	0
2014-07-01	33	13	7	0
2014-08-01	19	8	6	0
2014-09-01	16	9	1	0
2014-10-01	19	7	1	0
2014-11-01	31	16	3	0
2014-12-01	27	6	6	0
2015-01-01	27	6	4	0
2015-02-01	5	3	2	0
2015-03-01	14	8	1	0
2015-04-01	13	11	0	0
2015-05-01	28	10	5	0
2015-06-01	32	18	1	0
2015-07-01	16	9	1	0
2015-08-01	19	20	2	0
2015-09-01	14	20	3	0
2015-10-01	21	19	7	0
2015-11-01	27	10	2	0
2015-12-01	23	9	2	0
2016-01-01	13	4	1	0
2016-02-01	14	5	3	0
2016-03-01	20	11	2	0
2016-04-01	13	10	2	0
